ID,receiver_country,initiator_country,weighted_cyber_intensity,initiator_name,initiator_category,cyber_conflict_issue,receiver_region
765,United States,India,3.0,Patchwork/Dropping Elephant,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,United States,India,3.0,China strats aka Patchwork,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Uruguay,India,3.0,Patchwork/Dropping Elephant,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Uruguay,India,3.0,China strats aka Patchwork,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Bangladesh,India,3.0,Patchwork/Dropping Elephant,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Bangladesh,India,3.0,China strats aka Patchwork,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Taiwan,India,3.0,Patchwork/Dropping Elephant,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Taiwan,India,3.0,China strats aka Patchwork,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Australia,India,3.0,Patchwork/Dropping Elephant,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
765,Australia,India,3.0,China strats aka Patchwork,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA', 'NATO', 'NORTHAM', 'SOUTHAM', 'OC']"
766,Brazil,Unknown,1.0,,Non-state-group,Cyber-specific,['SOUTHAM']
767,United States,Unknown,2.0,Crackas With Attitude,Non-state-group,Unknown,"['NATO', 'NORTHAM']"
768,United Kingdom,Tunisia,1.0,Tunisian Fallaga Team,Non-state-group,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
769,Azerbaijan,Armenia,1.0,Monte Melkonian Cyber Army,Non-state-group,Territory,"['ASIA', 'CENTAS']"
770,Russia,Turkey,1.0,Turk Hack Team,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
