ID,incident_type,weighted_cyber_intensity,start_date,year,month,receiver_country,initiator_country,receiver_region
2360,Hijacking with Misuse,3.0,,,,Pakistan,India,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
2361,Disruption,4.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2361,Hijacking with Misuse,4.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2361,Ransomware,4.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2362,Disruption,1.0,2023-06-19,2023.0,6.0,EU (institutions),Russia,['NO_REGION']
2363,Data theft,3.0,,,,Africa,Not available,['NO_REGION']
2363,Data theft,3.0,,,,Middle East (region),Not available,['NO_REGION']
2363,Hijacking with Misuse,3.0,,,,Africa,Not available,['NO_REGION']
2363,Hijacking with Misuse,3.0,,,,Middle East (region),Not available,['NO_REGION']
2365,Hijacking without Misuse,1.0,2023-03-01,2023.0,3.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
2368,Disruption,4.0,2023-06-17,2023.0,6.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2368,Hijacking with Misuse,4.0,2023-06-17,2023.0,6.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2369,Disruption,4.0,2023-06-07,2023.0,6.0,Germany,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2369,Hijacking with Misuse,4.0,2023-06-07,2023.0,6.0,Germany,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2369,Ransomware,4.0,2023-06-07,2023.0,6.0,Germany,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2370,Data theft,3.0,2023-05-01,2023.0,5.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
2370,Hijacking with Misuse,3.0,2023-05-01,2023.0,5.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
2371,Data theft,3.0,2023-04-01,2023.0,4.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2371,Hijacking with Misuse,3.0,2023-04-01,2023.0,4.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2371,Ransomware,3.0,2023-04-01,2023.0,4.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2372,Data theft & Doxing,3.0,2023-04-01,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2372,Hijacking with Misuse,3.0,2023-04-01,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2372,Ransomware,3.0,2023-04-01,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2373,Data theft,3.0,2023-05-01,2023.0,5.0,Not available,"Korea, Democratic People's Republic of",['NO_REGION']
2373,Hijacking with Misuse,3.0,2023-05-01,2023.0,5.0,Not available,"Korea, Democratic People's Republic of",['NO_REGION']
2374,Hijacking without Misuse,0.0,2023-05-31,2023.0,5.0,South Africa,Not available,"['AFRICA', 'SSA']"
2391,Data theft,4.0,2023-06-01,2023.0,6.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2391,Hijacking with Misuse,4.0,2023-06-01,2023.0,6.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2400,Data theft,3.0,2023-06-01,2023.0,6.0,Taiwan,Russia,"['ASIA', 'SCS']"
2400,Hijacking with Misuse,3.0,2023-06-01,2023.0,6.0,Taiwan,Russia,"['ASIA', 'SCS']"
2400,Ransomware,3.0,2023-06-01,2023.0,6.0,Taiwan,Russia,"['ASIA', 'SCS']"
2401,Hijacking without Misuse,1.0,,,,Not available,"Korea, Democratic People's Republic of",['NO_REGION']
2402,Hijacking without Misuse,1.0,2003-06-01,2003.0,6.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2403,Hijacking without Misuse,1.0,2023-05-01,2023.0,5.0,Japan,Not available,"['ASIA', 'SCS', 'NEA']"
2404,Hijacking without Misuse,1.0,2020-01-01,2020.0,1.0,Not available,China,['NO_REGION']
2405,Disruption,2.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2405,Hijacking without Misuse,2.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2407,Disruption,3.0,2023-07-01,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2407,Hijacking with Misuse,3.0,2023-07-01,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2409,Data theft,5.0,2023-06-01,2023.0,6.0,Slovakia,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
2409,Disruption,5.0,2023-06-01,2023.0,6.0,Slovakia,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
2409,Hijacking with Misuse,5.0,2023-06-01,2023.0,6.0,Slovakia,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
2409,Ransomware,5.0,2023-06-01,2023.0,6.0,Slovakia,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
2410,Disruption,3.0,2023-06-27,2023.0,6.0,Spain,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2410,Hijacking with Misuse,3.0,2023-06-27,2023.0,6.0,Spain,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2410,Ransomware,3.0,2023-06-27,2023.0,6.0,Spain,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2411,Data theft & Doxing,5.0,2023-03-24,2023.0,3.0,Switzerland,Not available,"['EUROPE', 'WESTEU']"
2411,Disruption,5.0,2023-03-24,2023.0,3.0,Switzerland,Not available,"['EUROPE', 'WESTEU']"
2411,Hijacking with Misuse,5.0,2023-03-24,2023.0,3.0,Switzerland,Not available,"['EUROPE', 'WESTEU']"
2411,Ransomware,5.0,2023-03-24,2023.0,3.0,Switzerland,Not available,"['EUROPE', 'WESTEU']"
2412,Hijacking with Misuse,2.0,2023-07-01,2023.0,7.0,Global (region),Not available,['NO_REGION']
2413,Disruption,6.0,2023-07-04,2023.0,7.0,Japan,Russia,"['ASIA', 'SCS', 'NEA']"
2413,Hijacking with Misuse,6.0,2023-07-04,2023.0,7.0,Japan,Russia,"['ASIA', 'SCS', 'NEA']"
2413,Ransomware,6.0,2023-07-04,2023.0,7.0,Japan,Russia,"['ASIA', 'SCS', 'NEA']"
2414,Data theft & Doxing,4.0,2023-06-29,2023.0,6.0,Australia,Not available,['OC']
2414,Hijacking with Misuse,4.0,2023-06-29,2023.0,6.0,Australia,Not available,['OC']
2414,Ransomware,4.0,2023-06-29,2023.0,6.0,Australia,Not available,['OC']
2416,Hijacking without Misuse,1.0,2023-05-01,2023.0,5.0,United States,"Iran, Islamic Republic of","['NATO', 'NORTHAM', 'NO_REGION']"
2416,Hijacking without Misuse,1.0,2023-05-01,2023.0,5.0,Not available,"Iran, Islamic Republic of","['NATO', 'NORTHAM', 'NO_REGION']"
2417,Hijacking with Misuse,2.0,,,,United States,Not available,"['NATO', 'NORTHAM']"
2418,Disruption,4.0,2023-07-01,2023.0,7.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2418,Hijacking with Misuse,4.0,2023-07-01,2023.0,7.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2418,Ransomware,4.0,2023-07-01,2023.0,7.0,Italy,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2419,Hijacking without Misuse,1.0,2023-07-08,2023.0,7.0,India,Not available,"['ASIA', 'SASIA', 'SCO']"
2420,Data theft,5.0,2023-02-07,2023.0,2.0,United States,Not available,"['NATO', 'NORTHAM']"
2420,Disruption,5.0,2023-02-07,2023.0,2.0,United States,Not available,"['NATO', 'NORTHAM']"
2420,Hijacking with Misuse,5.0,2023-02-07,2023.0,2.0,United States,Not available,"['NATO', 'NORTHAM']"
2420,Ransomware,5.0,2023-02-07,2023.0,2.0,United States,Not available,"['NATO', 'NORTHAM']"
2421,Hijacking with Misuse,2.0,2022-01-01,2022.0,1.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2422,Data theft & Doxing,5.0,2023-06-09,2023.0,6.0,Bangladesh,Not available,"['ASIA', 'SASIA']"
2422,Disruption,5.0,2023-06-09,2023.0,6.0,Bangladesh,Not available,"['ASIA', 'SASIA']"
2422,Hijacking with Misuse,5.0,2023-06-09,2023.0,6.0,Bangladesh,Not available,"['ASIA', 'SASIA']"
2422,Ransomware,5.0,2023-06-09,2023.0,6.0,Bangladesh,Not available,"['ASIA', 'SASIA']"
2423,Data theft & Doxing,3.0,,,,United States,Not available,"['NATO', 'NORTHAM']"
2423,Hijacking with Misuse,3.0,,,,United States,Not available,"['NATO', 'NORTHAM']"
2423,Ransomware,3.0,,,,United States,Not available,"['NATO', 'NORTHAM']"
2425,Data theft,4.0,2023-04-28,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2425,Hijacking with Misuse,4.0,2023-04-28,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2425,Ransomware,4.0,2023-04-28,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2427,Data theft,4.0,2023-05-15,2023.0,5.0,United States,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2427,Data theft,4.0,2023-05-15,2023.0,5.0,Western Europe,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2427,Data theft,4.0,2023-05-15,2023.0,5.0,Not available,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2427,Hijacking with Misuse,4.0,2023-05-15,2023.0,5.0,United States,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2427,Hijacking with Misuse,4.0,2023-05-15,2023.0,5.0,Western Europe,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2427,Hijacking with Misuse,4.0,2023-05-15,2023.0,5.0,Not available,China,"['NATO', 'NORTHAM', 'NO_REGION']"
2429,Hijacking without Misuse,1.0,2015-06-01,2015.0,6.0,United States,China,"['NATO', 'NORTHAM']"
2430,Disruption,4.0,2023-06-14,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2430,Hijacking with Misuse,4.0,2023-06-14,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2431,Disruption,4.0,2023-07-14,2023.0,7.0,Russia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2431,Hijacking with Misuse,4.0,2023-07-14,2023.0,7.0,Russia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2433,Data theft,3.0,2022-11-01,2022.0,11.0,Russia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'OC']"
2433,Data theft,3.0,2022-11-01,2022.0,11.0,Australia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'OC']"
2433,Hijacking with Misuse,3.0,2022-11-01,2022.0,11.0,Russia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'OC']"
2433,Hijacking with Misuse,3.0,2022-11-01,2022.0,11.0,Australia,Not available,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'OC']"
2434,Hijacking without Misuse,1.0,2023-06-22,2023.0,6.0,Not available,"Korea, Democratic People's Republic of","['NO_REGION', 'NATO', 'NORTHAM']"
2434,Hijacking without Misuse,1.0,2023-06-22,2023.0,6.0,United States,"Korea, Democratic People's Republic of","['NO_REGION', 'NATO', 'NORTHAM']"
2435,Data theft,5.0,2023-03-31,2023.0,3.0,United States,Not available,"['NATO', 'NORTHAM']"
2435,Disruption,5.0,2023-03-31,2023.0,3.0,United States,Not available,"['NATO', 'NORTHAM']"
2435,Hijacking with Misuse,5.0,2023-03-31,2023.0,3.0,United States,Not available,"['NATO', 'NORTHAM']"
2436,Disruption,4.0,2023-07-15,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2436,Hijacking with Misuse,4.0,2023-07-15,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2436,Ransomware,4.0,2023-07-15,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,Ukraine,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,Brazil,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,Mexico,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,Spain,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,Indonesia,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2437,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,France,Not available,"['EUROPE', 'EASTEU', 'SOUTHAM', 'NO_REGION', 'NATO', 'EU(MS)', 'ASIA', 'SCS', 'SEA', 'WESTEU']"
2438,Data theft & Doxing,4.0,2023-04-13,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2438,Hijacking with Misuse,4.0,2023-04-13,2023.0,4.0,United States,Not available,"['NATO', 'NORTHAM']"
2440,Data theft,3.0,2022-02-01,2022.0,2.0,Ukraine,Not available,"['EUROPE', 'EASTEU']"
2440,Hijacking with Misuse,3.0,2022-02-01,2022.0,2.0,Ukraine,Not available,"['EUROPE', 'EASTEU']"
2441,Data theft,3.0,,,,Ukraine,Russia,"['EUROPE', 'EASTEU', 'NO_REGION']"
2441,Data theft,3.0,,,,Eastern Europe,Russia,"['EUROPE', 'EASTEU', 'NO_REGION']"
2441,Hijacking with Misuse,3.0,,,,Ukraine,Russia,"['EUROPE', 'EASTEU', 'NO_REGION']"
2441,Hijacking with Misuse,3.0,,,,Eastern Europe,Russia,"['EUROPE', 'EASTEU', 'NO_REGION']"
2446,Disruption,4.0,2023-07-18,2023.0,7.0,Sweden,Not available,"['EUROPE', 'EU(MS)', 'NORTHEU']"
2446,Hijacking with Misuse,4.0,2023-07-18,2023.0,7.0,Sweden,Not available,"['EUROPE', 'EU(MS)', 'NORTHEU']"
2448,Data theft,4.0,2023-05-12,2023.0,5.0,United States,Not available,"['NATO', 'NORTHAM']"
2448,Hijacking with Misuse,4.0,2023-05-12,2023.0,5.0,United States,Not available,"['NATO', 'NORTHAM']"
2449,Data theft,3.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2449,Hijacking with Misuse,3.0,2023-06-01,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2450,Hijacking without Misuse,1.0,,,,United States,"Korea, Democratic People's Republic of","['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA']"
2450,Hijacking without Misuse,1.0,,,,"Korea, Republic of","Korea, Democratic People's Republic of","['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA']"
2451,Disruption,1.0,2023-07-16,2023.0,7.0,New Zealand,Russia,['OC']
2453,Hijacking without Misuse,1.0,2023-04-01,2023.0,4.0,Norway,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2454,Disruption,3.0,2023-07-24,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2454,Hijacking with Misuse,3.0,2023-07-24,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2455,Not available,1.0,2023-01-01,2023.0,1.0,China,Not available,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
2455,Hijacking without Misuse,1.0,2023-01-01,2023.0,1.0,China,Not available,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
2456,Hijacking with Misuse,2.0,2023-07-25,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2457,Disruption,4.0,2023-07-24,2023.0,7.0,Brazil,Not available,['SOUTHAM']
2457,Hijacking with Misuse,4.0,2023-07-24,2023.0,7.0,Brazil,Not available,['SOUTHAM']
2458,Disruption,4.0,2023-07-01,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2458,Hijacking with Misuse,4.0,2023-07-01,2023.0,7.0,France,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2459,Disruption,6.0,2023-07-22,2023.0,7.0,Estonia,"Korea, Democratic People's Republic of","['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2459,Hijacking with Misuse,6.0,2023-07-22,2023.0,7.0,Estonia,"Korea, Democratic People's Republic of","['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2460,Disruption,1.0,2023-07-28,2023.0,7.0,Israel,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA']"
2461,Data theft,6.0,2023-06-13,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2461,Disruption,6.0,2023-06-13,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2461,Hijacking with Misuse,6.0,2023-06-13,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2461,Ransomware,6.0,2023-06-13,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2462,Disruption,2.0,2023-07-23,2023.0,7.0,Kenya,Not available,"['AFRICA', 'SSA']"
2463,Hijacking with Misuse,2.0,2023-07-01,2023.0,7.0,Not available,Not available,['NO_REGION']
2468,Data theft,3.0,2022-01-01,2022.0,1.0,Eastern Europe,China,['NO_REGION']
2468,Hijacking with Misuse,3.0,2022-01-01,2022.0,1.0,Eastern Europe,China,['NO_REGION']
2469,Disruption,1.0,2023-08-01,2023.0,8.0,Italy,Russia,"['EUROPE', 'NATO', 'EU(MS)']"
2470,Data theft,4.0,,,,United States,United States,"['NATO', 'NORTHAM']"
2470,Hijacking with Misuse,4.0,,,,United States,United States,"['NATO', 'NORTHAM']"
2471,Disruption,1.0,2023-07-31,2023.0,7.0,Italy,Russia,"['EUROPE', 'NATO', 'EU(MS)']"
2472,Hijacking without Misuse,1.0,,,,Germany,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2473,Disruption,4.0,2023-01-01,2023.0,1.0,United States,Not available,"['NATO', 'NORTHAM']"
2473,Hijacking with Misuse,4.0,2023-01-01,2023.0,1.0,United States,Not available,"['NATO', 'NORTHAM']"
2474,Data theft,5.0,2023-01-01,2023.0,1.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2474,Disruption,5.0,2023-01-01,2023.0,1.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2474,Hijacking with Misuse,5.0,2023-01-01,2023.0,1.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2474,Ransomware,5.0,2023-01-01,2023.0,1.0,United Kingdom,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2475,Data theft,3.0,2023-07-25,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2475,Hijacking with Misuse,3.0,2023-07-25,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2475,Ransomware,3.0,2023-07-25,2023.0,7.0,United States,Not available,"['NATO', 'NORTHAM']"
2476,Data theft,3.0,2023-06-11,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2476,Hijacking with Misuse,3.0,2023-06-11,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2476,Ransomware,3.0,2023-06-11,2023.0,6.0,United States,Not available,"['NATO', 'NORTHAM']"
2477,Disruption,4.0,2023-08-03,2023.0,8.0,United States,Not available,"['NATO', 'NORTHAM']"
2477,Hijacking with Misuse,4.0,2023-08-03,2023.0,8.0,United States,Not available,"['NATO', 'NORTHAM']"
2477,Ransomware,4.0,2023-08-03,2023.0,8.0,United States,Not available,"['NATO', 'NORTHAM']"
2478,Hijacking without Misuse,1.0,2022-05-01,2022.0,5.0,Russia,"Korea, Democratic People's Republic of","['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2479,Disruption,4.0,2023-01-01,2023.0,1.0,Portugal,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2479,Hijacking with Misuse,4.0,2023-01-01,2023.0,1.0,Portugal,Not available,"['EUROPE', 'NATO', 'EU(MS)']"
2480,Data theft,6.0,2023-08-07,2023.0,8.0,Israel,Not available,"['ASIA', 'MENA', 'MEA']"
2480,Disruption,6.0,2023-08-07,2023.0,8.0,Israel,Not available,"['ASIA', 'MENA', 'MEA']"
